Date,State,TotalSamples,Negative,Positive
6/21/2020,Maharashtra,775958,639731,128205
6/22/2020,Maharashtra,789016,649446,132075
6/23/2020,Maharashtra,804726,662098,142628
6/24/2020,Maharashtra,826139,679328,146811
6/25/2020,Maharashtra,850410,698587,151823
6/26/2020,Maharashtra,873570,717113,156457
6/27/2020,Maharashtra,900423,738255,162168
6/28/2020,Maharashtra,926934,758546,168388
6/29/2020,Maharashtra,946518,773291,173227
6/30/2020,Maharashtra,970161,792216,177945
7/1/2020,Maharashtra,995343,811657,183686
7/2/2020,Maharashtra,1023296,833225,190071
7/3/2020,Maharashtra,1052643,856238,196405
7/4/2020,Maharashtra,1085160,881344,203816
7/5/2020,Maharashtra,1116112,905891,210221
7/6/2020,Maharashtra,1138706,922627,216079
7/7/2020,Maharashtra,1164860,944044,220816
7/8/2020,Maharashtra,1194565,966881,227684
7/9/2020,Maharashtra,1225831,990978,234853
7/10/2020,Maharashtra,1257564,1014697,242867
7/11/2020,Maharashtra,1289325,1037883,251442
7/12/2020,Maharashtra,1321715,1062678,259037
7/13/2020,Maharashtra,1345128,1079404,265724
7/14/2020,Maharashtra,1376203,1103811,272392
7/15/2020,Maharashtra,1413185,1132434,280751
7/16/2020,Maharashtra,1450129,1161433,288696
7/17/2020,Maharashtra,1487738,1190958,296780
7/18/2020,Maharashtra,1526037,1220496,305541
7/19/2020,Maharashtra,1568229,1252842,315387
7/20/2020,Maharashtra,1603802,1279592,324210
7/21/2020,Maharashtra,1643981,1311150,332831
7/22/2020,Maharashtra,1691546,1348610,342936
7/23/2020,Maharashtra,1741992,1389232,352760
7/24/2020,Maharashtra,1790610,1428194,362416
7/25/2020,Maharashtra,1840445,1468714,371731
7/26/2020,Maharashtra,1890256,1508804,381452
7/27/2020,Maharashtra,1928333,1538461,389872
7/28/2020,Maharashtra,1972346,1574833,397513
7/29/2020,Maharashtra,2021437,1613560,407877
7/30/2020,Maharashtra,2075528,1656194,419334
7/31/2020,Maharashtra,2133720,1705036,428684
8/1/2020,Maharashtra,2198423,1759503,438920
8/2/2020,Maharashtra,2260160,1811742,448418
8/3/2020,Maharashtra,2301514,1844038,457476
8/4/2020,Maharashtra,2354414,1888263,466151
8/5/2020,Maharashtra,2418299,1941132,477167
8/6/2020,Maharashtra,2492194,2003524,488670
8/7/2020,Maharashtra,2574594,2074571,500023
8/8/2020,Maharashtra,2654681,2141453,513228
8/9/2020,Maharashtra,2730285,2204204,526081
8/10/2020,Maharashtra,2776849,2241214,535635
8/11/2020,Maharashtra,2841240,2294458,546782
8/12/2020,Maharashtra,2913686,2353630,560056
8/13/2020,Maharashtra,2981077,2409582,571495
8/14/2020,Maharashtra,3049468,2464684,584784
8/15/2020,Maharashtra,3115716,2519062,596654
8/16/2020,Maharashtra,3165550,2557919,607631
8/17/2020,Maharashtra,3208735,2592249,
8/18/2020,Maharashtra,3267625,2641156,
8/19/2020,Maharashtra,3343052,2701358,
8/20/2020,Maharashtra,3419643,2763170,
8/21/2020,Maharashtra,3498166,2826129,
8/22/2020,Maharashtra,3575566,2887721,
8/23/2020,Maharashtra,3621321,2923183,
8/24/2020,Maharashtra,3667937,2958512,
8/25/2020,Maharashtra,3711123,2994256,
8/26/2020,Maharashtra,3798306,3063444,
8/27/2020,Maharashtra,3868755,3118343,
8/28/2020,Maharashtra,3939761,3175205,
8/29/2020,Maharashtra,4017175,3236218,
8/30/2020,Maharashtra,4092620,3293650,
4/14/2020,Manipur,276,,2
4/17/2020,Manipur,311,,2
4/24/2020,Manipur,402,,2
4/25/2020,Manipur,416,,2
4/30/2020,Manipur,459,,2
5/1/2020,Manipur,461,,2
5/2/2020,Manipur,468,,2
5/4/2020,Manipur,571,,2
5/7/2020,Manipur,684,,2
5/8/2020,Manipur,756,,2
5/9/2020,Manipur,865,,2
5/10/2020,Manipur,1096,,2
5/11/2020,Manipur,1337,,2
5/13/2020,Manipur,1706,,2
5/15/2020,Manipur,1799,,3
5/16/2020,Manipur,1900,,4
5/18/2020,Manipur,2483,,7
5/20/2020,Manipur,3087,,20
5/22/2020,Manipur,3721,,26
5/23/2020,Manipur,4094,,29
5/25/2020,Manipur,5041,,36
5/26/2020,Manipur,6233,,39
5/27/2020,Manipur,6836,,44
5/28/2020,Manipur,7758,,55
5/29/2020,Manipur,8596,,59
6/3/2020,Manipur,12454,,118
6/5/2020,Manipur,14629,,132
6/7/2020,Manipur,17028,,172
6/9/2020,Manipur,18612,,304
6/10/2020,Manipur,19756,,311
6/11/2020,Manipur,20528,,366
6/13/2020,Manipur,24046,,449
6/14/2020,Manipur,25226,,458
6/15/2020,Manipur,26458,,490
6/17/2020,Manipur,29865,,552
6/18/2020,Manipur,30476,,606
6/19/2020,Manipur,32093,,681
6/21/2020,Manipur,35943,,841
6/22/2020,Manipur,38286,,898
6/23/2020,Manipur,40829,,921
6/24/2020,Manipur,43477,,970
6/25/2020,Manipur,45253,,1056
6/27/2020,Manipur,48220,,1092
6/29/2020,Manipur,49882,,1227
7/2/2020,Manipur,53030,,1279
7/3/2020,Manipur,53608,,1316
7/4/2020,Manipur,54483,,1325
7/6/2020,Manipur,56584,,1390
7/7/2020,Manipur,57769,,1430
7/9/2020,Manipur,59740,,1450
7/10/2020,Manipur,60887,,1582
7/11/2020,Manipur,61897,,1593
7/12/2020,Manipur,63534,,1609
7/15/2020,Manipur,65866,,1700
7/17/2020,Manipur,68554,,1800
7/18/2020,Manipur,70195,,1891
7/19/2020,Manipur,71016,,1911
7/20/2020,Manipur,71703,,1925
7/21/2020,Manipur,73053,,2015
7/22/2020,Manipur,73866,,2060
7/23/2020,Manipur,74614,,2115
7/24/2020,Manipur,75932,,2146
7/25/2020,Manipur,76992,,2176
7/26/2020,Manipur,78368,,2235
7/27/2020,Manipur,80055,,2286
7/28/2020,Manipur,80603,,2317
7/29/2020,Manipur,83111,,2458
7/31/2020,Manipur,85441,,2621
8/3/2020,Manipur,89403,,2920
8/4/2020,Manipur,90901,,3018
8/5/2020,Manipur,92617,,3093
8/6/2020,Manipur,94808,,3217
8/7/2020,Manipur,96837,,3466
8/8/2020,Manipur,98819,,3635
8/9/2020,Manipur,101230,,3753
8/10/2020,Manipur,103268,,3853
8/11/2020,Manipur,104263,,
8/13/2020,Manipur,107469,,
8/14/2020,Manipur,110026,,4198
8/15/2020,Manipur,112780,,4390
8/16/2020,Manipur,115041,,4569
8/18/2020,Manipur,117299,,4765
8/19/2020,Manipur,120135,,
8/20/2020,Manipur,122778,,
8/21/2020,Manipur,125230,,
8/22/2020,Manipur,128468,,
8/23/2020,Manipur,131709,,
8/24/2020,Manipur,135399,,
8/25/2020,Manipur,137384,,
8/26/2020,Manipur,140610,,
8/27/2020,Manipur,142813,,
8/28/2020,Manipur,146140,,
8/29/2020,Manipur,149155,,
8/30/2020,Manipur,152229,,
4/16/2020,Meghalaya,552,299,7
4/17/2020,Meghalaya,617,541,9
4/18/2020,Meghalaya,738,667,11
4/19/2020,Meghalaya,766,678,11
4/20/2020,Meghalaya,838,714,11
4/21/2020,Meghalaya,933,821,12
4/22/2020,Meghalaya,1046,904,12
4/23/2020,Meghalaya,1109,1000,12
4/24/2020,Meghalaya,1130,1048,12
4/25/2020,Meghalaya,1169,1097,12
4/27/2020,Meghalaya,1254,1182,12
4/28/2020,Meghalaya,1382,1202,12
4/29/2020,Meghalaya,1397,1288,12
4/30/2020,Meghalaya,1595,1433,12
5/2/2020,Meghalaya,1707,1655,12
5/4/2020,Meghalaya,1884,1782,12
5/5/2020,Meghalaya,1944,1822,12
5/7/2020,Meghalaya,2054,1967,12
5/9/2020,Meghalaya,2287,2178,12
5/10/2020,Meghalaya,2287,2178,13
5/11/2020,Meghalaya,2480,2342,13
5/15/2020,Meghalaya,2712,2597,13
5/18/2020,Meghalaya,2896,,13
5/19/2020,Meghalaya,3104,,13
5/20/2020,Meghalaya,3419,,13
5/22/2020,Meghalaya,3682,,14
5/26/2020,Meghalaya,6553,5599,15
5/27/2020,Meghalaya,6685,,20
5/31/2020,Meghalaya,7781,,27
6/1/2020,Meghalaya,8127,,27
6/2/2020,Meghalaya,8734,,28
6/3/2020,Meghalaya,9025,,28
6/4/2020,Meghalaya,9395,,31
6/5/2020,Meghalaya,9592,,31
6/6/2020,Meghalaya,10066,,33
6/7/2020,Meghalaya,10066,,33
6/8/2020,Meghalaya,10746,,36
6/9/2020,Meghalaya,11247,,40
6/10/2020,Meghalaya,11505,,44
6/11/2020,Meghalaya,11889,,44
6/12/2020,Meghalaya,12219,,44
6/13/2020,Meghalaya,12560,,44
6/15/2020,Meghalaya,13353,,44
6/16/2020,Meghalaya,13878,,44
6/17/2020,Meghalaya,14316,,43
6/18/2020,Meghalaya,14647,,43
6/19/2020,Meghalaya,15104,,43
6/20/2020,Meghalaya,15346,,43
6/22/2020,Meghalaya,16296,,44
6/23/2020,Meghalaya,16637,,46
6/24/2020,Meghalaya,17115,,46
6/25/2020,Meghalaya,17591,,46
6/26/2020,Meghalaya,18103,,48
6/27/2020,Meghalaya,18288,17741,48
6/28/2020,Meghalaya,18441,17741,50
6/29/2020,Meghalaya,18707,18651,51
6/30/2020,Meghalaya,19294,18651,52
7/1/2020,Meghalaya,19494,,55
7/2/2020,Meghalaya,19732,,55
7/3/2020,Meghalaya,20329,,58
7/4/2020,Meghalaya,20744,,70
7/5/2020,Meghalaya,20950,,72
7/6/2020,Meghalaya,21502,,80
7/7/2020,Meghalaya,21847,,90
7/8/2020,Meghalaya,22000,,99
7/9/2020,Meghalaya,22544,,104
7/10/2020,Meghalaya,23108,,186
7/11/2020,Meghalaya,23633,,262
7/12/2020,Meghalaya,23876,,295
7/13/2020,Meghalaya,24436,,309
7/14/2020,Meghalaya,24899,,318
7/15/2020,Meghalaya,24942,,346
7/16/2020,Meghalaya,25263,24597,377
7/17/2020,Meghalaya,25981,25178,403
7/18/2020,Meghalaya,26940,26000,418
7/19/2020,Meghalaya,26940,26000,450
7/20/2020,Meghalaya,28163,26000,469
7/21/2020,Meghalaya,29274,28167,490
7/22/2020,Meghalaya,30009,28167,514
7/23/2020,Meghalaya,30796,28967,534
7/24/2020,Meghalaya,31367,,582
7/25/2020,Meghalaya,32470,31085,595
7/26/2020,Meghalaya,33076,,702
7/27/2020,Meghalaya,34127,32766,738
7/28/2020,Meghalaya,34362,33492,794
7/29/2020,Meghalaya,34903,34239,794
7/30/2020,Meghalaya,35572,34657,803
7/31/2020,Meghalaya,35572,34657,818
8/1/2020,Meghalaya,36341,,856
8/2/2020,Meghalaya,37728,,868
8/3/2020,Meghalaya,38596,37004,902
8/4/2020,Meghalaya,38977,37004,913
8/5/2020,Meghalaya,38977,37004,929
8/6/2020,Meghalaya,39553,38412,990
8/7/2020,Meghalaya,39782,39008,1006
8/8/2020,Meghalaya,40631,39008,1023
8/9/2020,Meghalaya,40700,39008,1062
8/10/2020,Meghalaya,41734,,1114
8/11/2020,Meghalaya,41734,,1136
8/13/2020,Meghalaya,42084,,1165
8/14/2020,Meghalaya,42706,,1191
8/15/2020,Meghalaya,42910,,1292
8/16/2020,Meghalaya,43800,,1374
8/18/2020,Meghalaya,44234,,1454
8/19/2020,Meghalaya,44695,,1506
8/20/2020,Meghalaya,45151,43020,
8/21/2020,Meghalaya,70413,,1718
8/22/2020,Meghalaya,72409,70019,
8/24/2020,Meghalaya,75239,72824,
8/25/2020,Meghalaya,76762,74293,
8/26/2020,Meghalaya,79126,76645,
8/27/2020,Meghalaya,81012,78431,
8/28/2020,Meghalaya,84038,81146,
8/29/2020,Meghalaya,86214,83499,
4/6/2020,Mizoram,58,0,1
4/7/2020,Mizoram,58,0,1
4/8/2020,Mizoram,74,,1
4/9/2020,Mizoram,84,,1
4/12/2020,Mizoram,87,,1
4/13/2020,Mizoram,89,,1
4/14/2020,Mizoram,91,,1
4/15/2020,Mizoram,94,,1
4/16/2020,Mizoram,94,,1
4/18/2020,Mizoram,102,,1
4/19/2020,Mizoram,116,,1
4/20/2020,Mizoram,132,,1
4/21/2020,Mizoram,135,,1
4/22/2020,Mizoram,135,,1
4/23/2020,Mizoram,137,,1
4/26/2020,Mizoram,146,,1
4/27/2020,Mizoram,146,,1
4/28/2020,Mizoram,158,,1
4/29/2020,Mizoram,179,,1
4/30/2020,Mizoram,180,,1
5/1/2020,Mizoram,180,,1
5/2/2020,Mizoram,183,,1
5/3/2020,Mizoram,183,,1
5/4/2020,Mizoram,183,,1
5/5/2020,Mizoram,188,,1
5/6/2020,Mizoram,195,,1
5/7/2020,Mizoram,197,,1
5/8/2020,Mizoram,199,,1
5/9/2020,Mizoram,201,,1
5/10/2020,Mizoram,201,,1
5/11/2020,Mizoram,206,,1
5/12/2020,Mizoram,224,,1
5/13/2020,Mizoram,224,,1
5/14/2020,Mizoram,273,,1
5/15/2020,Mizoram,273,,1
5/16/2020,Mizoram,282,,1
5/17/2020,Mizoram,282,,1
5/18/2020,Mizoram,301,,1
5/19/2020,Mizoram,313,,1
5/20/2020,Mizoram,315,,1
5/21/2020,Mizoram,320,,1
5/22/2020,Mizoram,324,,1
5/23/2020,Mizoram,336,,1
5/24/2020,Mizoram,342,,1
5/25/2020,Mizoram,359,,1
5/26/2020,Mizoram,438,,1
5/28/2020,Mizoram,516,,1
5/29/2020,Mizoram,529,,1
5/30/2020,Mizoram,686,,1
5/31/2020,Mizoram,777,,1
6/1/2020,Mizoram,896,,1
6/2/2020,Mizoram,1012,,13
6/3/2020,Mizoram,1095,,14
6/4/2020,Mizoram,1346,,17
6/5/2020,Mizoram,1687,,22
6/6/2020,Mizoram,1991,,24
6/7/2020,Mizoram,2252,,34
6/8/2020,Mizoram,2496,,42
6/9/2020,Mizoram,2747,,88
6/10/2020,Mizoram,2747,,102
6/11/2020,Mizoram,3152,,104
6/13/2020,Mizoram,3727,,107
6/14/2020,Mizoram,4327,,112
6/15/2020,Mizoram,4919,,117
6/16/2020,Mizoram,5524,,121
6/17/2020,Mizoram,6035,,121
6/18/2020,Mizoram,6661,,130
6/19/2020,Mizoram,7496,,130
6/20/2020,Mizoram,8284,,140
6/21/2020,Mizoram,8718,,141
6/22/2020,Mizoram,9277,,142
6/23/2020,Mizoram,9840,,142
6/24/2020,Mizoram,10486,,145
6/25/2020,Mizoram,11672,,145
6/26/2020,Mizoram,12753,,147
6/27/2020,Mizoram,12846,,150
6/28/2020,Mizoram,13012,,151
6/29/2020,Mizoram,13072,,151
6/30/2020,Mizoram,13746,,151
7/1/2020,Mizoram,13886,,160
7/2/2020,Mizoram,13931,,160
7/3/2020,Mizoram,14370,,162
7/4/2020,Mizoram,14509,,164
7/5/2020,Mizoram,14981,,186
7/6/2020,Mizoram,15006,,191
7/7/2020,Mizoram,15058,,197
7/8/2020,Mizoram,15183,,201
7/9/2020,Mizoram,15523,,203
7/10/2020,Mizoram,15868,,226
7/11/2020,Mizoram,16396,,226
7/12/2020,Mizoram,16696,,227
7/13/2020,Mizoram,16914,,233
7/14/2020,Mizoram,16914,,233
7/15/2020,Mizoram,17168,,238
7/16/2020,Mizoram,17489,,267
7/17/2020,Mizoram,17760,,272
7/18/2020,Mizoram,17963,,282
7/19/2020,Mizoram,18147,,284
7/20/2020,Mizoram,18147,,284
7/21/2020,Mizoram,18297,,297
7/22/2020,Mizoram,18603,,317
7/23/2020,Mizoram,19014,,326
7/24/2020,Mizoram,19238,,332
7/25/2020,Mizoram,19781,,361
7/26/2020,Mizoram,20053,,361
7/27/2020,Mizoram,20053,,361
7/28/2020,Mizoram,20442,,384
7/29/2020,Mizoram,20597,,395
7/30/2020,Mizoram,20798,,397
7/31/2020,Mizoram,21118,,408
8/1/2020,Mizoram,21294,,413
8/2/2020,Mizoram,21523,,468
8/3/2020,Mizoram,21583,,482
8/4/2020,Mizoram,21845,,501
8/5/2020,Mizoram,21956,,504
8/6/2020,Mizoram,22211,,537
8/9/2020,Mizoram,23324,,608
8/10/2020,Mizoram,23702,,620
8/11/2020,Mizoram,23848,,623
8/12/2020,Mizoram,24895,,648
8/13/2020,Mizoram,25054,,649
8/14/2020,Mizoram,25472,,656
8/15/2020,Mizoram,25929,,713
8/16/2020,Mizoram,26611,,
8/17/2020,Mizoram,27115,,
8/18/2020,Mizoram,27388,,
8/19/2020,Mizoram,28076,,
8/20/2020,Mizoram,28976,,
8/21/2020,Mizoram,30753,,
8/22/2020,Mizoram,32391,,
8/23/2020,Mizoram,33486,,
8/24/2020,Mizoram,33507,,
8/25/2020,Mizoram,35214,,
8/26/2020,Mizoram,36240,,
8/27/2020,Mizoram,37452,,
8/28/2020,Mizoram,38534,,
8/29/2020,Mizoram,38906,,
8/30/2020,Mizoram,40383,,
4/6/2020,Nagaland,60,47,0
4/10/2020,Nagaland,70,69,0
4/11/2020,Nagaland,70,70,0
4/12/2020,Nagaland,74,70,0
4/14/2020,Nagaland,174,97,0
4/15/2020,Nagaland,184,174,0
4/17/2020,Nagaland,274,222,0
4/18/2020,Nagaland,392,292,0
4/19/2020,Nagaland,404,345,0
4/20/2020,Nagaland,434,404,0
4/21/2020,Nagaland,537,456,0
4/22/2020,Nagaland,543,481,0
4/23/2020,Nagaland,607,543,0
4/25/2020,Nagaland,613,607,0
4/26/2020,Nagaland,613,613,0
4/27/2020,Nagaland,629,613,0
4/28/2020,Nagaland,639,620,0
4/29/2020,Nagaland,644,631,0
4/30/2020,Nagaland,653,640,0
5/1/2020,Nagaland,664,650,0
5/2/2020,Nagaland,674,661,0
5/3/2020,Nagaland,684,663,0
5/4/2020,Nagaland,708,679,0
5/5/2020,Nagaland,724,771,0
5/6/2020,Nagaland,763,712,0
5/7/2020,Nagaland,786,728,0
5/8/2020,Nagaland,805,775,0
5/9/2020,Nagaland,848,786,0
5/10/2020,Nagaland,862,806,0
5/11/2020,Nagaland,875,848,0
5/12/2020,Nagaland,882,872,0
5/13/2020,Nagaland,889,872,0
5/14/2020,Nagaland,891,873,0
5/15/2020,Nagaland,910,889,0
5/16/2020,Nagaland,917,891,0
5/17/2020,Nagaland,952,914,0
5/18/2020,Nagaland,961,914,0
5/19/2020,Nagaland,978,948,0
5/20/2020,Nagaland,985,952,0
5/21/2020,Nagaland,1001,978,0
5/22/2020,Nagaland,1035,1012,0
5/23/2020,Nagaland,1065,1015,0
5/24/2020,Nagaland,1097,1032,0
5/25/2020,Nagaland,1366,1078,3
5/26/2020,Nagaland,1366,1080,4
5/27/2020,Nagaland,1554,1224,9
5/28/2020,Nagaland,1765,1317,18
5/29/2020,Nagaland,1997,1409,25
5/30/2020,Nagaland,2210,1496,36
5/31/2020,Nagaland,2576,1596,43
6/1/2020,Nagaland,2870,1744,43
6/2/2020,Nagaland,3257,1836,49
6/3/2020,Nagaland,3414,2002,58
6/4/2020,Nagaland,3739,2151,80
6/5/2020,Nagaland,3974,2372,94
6/6/2020,Nagaland,4061,2614,107
6/7/2020,Nagaland,4371,2956,118
6/8/2020,Nagaland,4729,3176,123
6/9/2020,Nagaland,4896,3512,127
6/10/2020,Nagaland,5220,3867,128
6/11/2020,Nagaland,5667,4198,130
6/12/2020,Nagaland,6104,4593,156
6/13/2020,Nagaland,6466,4904,163
6/14/2020,Nagaland,6478,5155,168
6/15/2020,Nagaland,7132,5642,177
6/16/2020,Nagaland,7835,6232,179
6/17/2020,Nagaland,8387,,193
6/18/2020,Nagaland,9039,7567,193
6/19/2020,Nagaland,10102,8213,198
6/20/2020,Nagaland,9128, ,201
6/21/2020,Nagaland,9971,,211
6/22/2020,Nagaland,10599,,280
6/23/2020,Nagaland,11173,,330
6/24/2020,Nagaland,11867,,347
6/25/2020,Nagaland,12546,,355
6/26/2020,Nagaland,13085,,371
6/27/2020,Nagaland,14217,,387
6/28/2020,Nagaland,15240,,415
6/29/2020,Nagaland,15905,,434
6/30/2020,Nagaland,16563,,459
7/1/2020,Nagaland,17177,,501
7/2/2020,Nagaland,17887,,535
7/3/2020,Nagaland,18635,,539
7/4/2020,Nagaland,19263,,563
7/5/2020,Nagaland,19867,,590
7/6/2020,Nagaland,20484,,625
7/7/2020,Nagaland,21209,,644
7/8/2020,Nagaland,21980,,657
7/9/2020,Nagaland,22697,,673
7/10/2020,Nagaland,23402,,732
7/11/2020,Nagaland,24065,,748
7/12/2020,Nagaland,24985,,774
7/13/2020,Nagaland,26151,,845
7/14/2020,Nagaland,26927,,896
7/15/2020,Nagaland,27421,,902
7/16/2020,Nagaland,28020,,916
7/17/2020,Nagaland,28472,,956
7/18/2020,Nagaland,29092,,978
7/19/2020,Nagaland,29326,,988
7/20/2020,Nagaland,29994,,1021
7/21/2020,Nagaland,30574,,1030
7/22/2020,Nagaland,31503,,1084
7/23/2020,Nagaland,32169,,1174
7/24/2020,Nagaland,32909,,1238
7/25/2020,Nagaland,33704,,1289
7/26/2020,Nagaland,34389,,1339
7/27/2020,Nagaland,34968,,1385
7/28/2020,Nagaland,35676,,1460
7/29/2020,Nagaland,36355,,1513
7/30/2020,Nagaland,37156,,1566
7/31/2020,Nagaland,37895,,1693
8/1/2020,Nagaland,38634,,1831
8/2/2020,Nagaland,39292,,1935
8/3/2020,Nagaland,40293,,2129
8/4/2020,Nagaland,41367,,2405
8/5/2020,Nagaland,42029,,2498
8/6/2020,Nagaland,42900,,2580
8/7/2020,Nagaland,43911,,2657
8/8/2020,Nagaland,44566,,2688
8/9/2020,Nagaland,45564,,2781
8/10/2020,Nagaland,46518,,3011
8/11/2020,Nagaland,47008,,
8/12/2020,Nagaland,47939,,
8/13/2020,Nagaland,48445,,3168
8/14/2020,Nagaland,49534,,3322
8/15/2020,Nagaland,50200,,3340
8/16/2020,Nagaland,50946,,
8/17/2020,Nagaland,51483,,
8/18/2020,Nagaland,52139,,3520
8/19/2020,Nagaland,52672,,
8/20/2020,Nagaland,54047,,
8/21/2020,Nagaland,54660,,
8/22/2020,Nagaland,55479,,
8/23/2020,Nagaland,56340,,
8/24/2020,Nagaland,56901,,
8/25/2020,Nagaland,57426,,
8/26/2020,Nagaland,58053,,
8/27/2020,Nagaland,58431,,
8/28/2020,Nagaland,58782,,
8/29/2020,Nagaland,59413,,
8/30/2020,Nagaland,60225,,
4/3/2020,Odisha,1395,1108,20
4/7/2020,Odisha,2441,,42
4/8/2020,Odisha,2441,2399,42
4/9/2020,Odisha,3249,3201,48
4/10/2020,Odisha,3547,3497,50
4/11/2020,Odisha,3551,3497,51
4/12/2020,Odisha,3862,3808,54
4/13/2020,Odisha,4170,4116,54
4/14/2020,Odisha,4734,4678,56
4/15/2020,Odisha,5537,5477,60
4/16/2020,Odisha,6734,6674,60
4/17/2020,Odisha,7577,7517,60
4/18/2020,Odisha,8619,8559,60
4/19/2020,Odisha,9690,9629,61
4/20/2020,Odisha,10641,,68
4/21/2020,Odisha,11748,,79
4/22/2020,Odisha,13775,,83
4/23/2020,Odisha,15984,,89
4/24/2020,Odisha,18458,,94
4/25/2020,Odisha,20599,,94
4/26/2020,Odisha,22816,,103
4/27/2020,Odisha,25103,,111
4/28/2020,Odisha,26687,,118
4/29/2020,Odisha,29108,,122
4/30/2020,Odisha,31696,,142
5/1/2020,Odisha,34133,,149
5/2/2020,Odisha,36593,,157
5/3/2020,Odisha,38658,,162
5/4/2020,Odisha,41128,,169
5/5/2020,Odisha,44663,,170
5/6/2020,Odisha,47454,,185
5/7/2020,Odisha,50514,,209
5/8/2020,Odisha,52974,,271
5/9/2020,Odisha,56322,,294
5/10/2020,Odisha,59780,,362
5/11/2020,Odisha,63478,,414
5/12/2020,Odisha,68057,,437
5/13/2020,Odisha,72756,,538
5/14/2020,Odisha,77150,,611
5/15/2020,Odisha,81919,,672
5/16/2020,Odisha,86140,,737
5/17/2020,Odisha,91223,,828
5/18/2020,Odisha,95766,,876
5/19/2020,Odisha,100302,,978
5/20/2020,Odisha,105914,,1052
5/21/2020,Odisha,108432,,1103
5/22/2020,Odisha,113437,,1189
5/23/2020,Odisha,118446,,1269
5/24/2020,Odisha,123834,,1335
5/25/2020,Odisha,127776,,1438
5/26/2020,Odisha,131595,,1517
5/27/2020,Odisha,136274,,1593
5/28/2020,Odisha,139311,,1660
5/29/2020,Odisha,143570,,1723
5/30/2020,Odisha,147490,,1819
5/31/2020,Odisha,152131,,1948
6/1/2020,Odisha,155690,,2104
6/2/2020,Odisha,159567,,2245
6/3/2020,Odisha,162891,,2388
6/4/2020,Odisha,165824,,2478
6/5/2020,Odisha,169010,,2608
6/6/2020,Odisha,172598,,2781
6/7/2020,Odisha,176098,,2856
6/8/2020,Odisha,179415,,2994
6/9/2020,Odisha,182384,,3140
6/10/2020,Odisha,185401,,3250
6/11/2020,Odisha,188743,,3386
6/12/2020,Odisha,192576,,3477
6/13/2020,Odisha,196456,,3723
6/14/2020,Odisha,200014,,3909
6/15/2020,Odisha,202513,,4055
6/16/2020,Odisha,205501,,4163
6/17/2020,Odisha,208472,,4338
6/18/2020,Odisha,212224,,4512
6/19/2020,Odisha,216607,,4677
6/20/2020,Odisha,219774,,4856
6/21/2020,Odisha,224402,,5160
6/22/2020,Odisha,227860,,5303
6/23/2020,Odisha,231356,,5470
6/24/2020,Odisha,235627,,5752
6/25/2020,Odisha,239815,,5962
6/26/2020,Odisha,244588,,6180
6/27/2020,Odisha,249902,,6350
6/28/2020,Odisha,255809,,6614
6/29/2020,Odisha,260428,,6859
6/30/2020,Odisha,265431,,7065
7/1/2020,Odisha,270678,,7316
7/2/2020,Odisha,274672,,7545
7/3/2020,Odisha,281523,,8106
7/4/2020,Odisha,287090,,8601
7/5/2020,Odisha,292407,,9070
7/6/2020,Odisha,297234,,9526
7/7/2020,Odisha,302780,,10097
7/8/2020,Odisha,308698,,10624
7/9/2020,Odisha,314987,,11201
7/10/2020,Odisha,321443,,11956
7/11/2020,Odisha,327288,,12526
7/12/2020,Odisha,334527,,13121
7/13/2020,Odisha,341537,,13737
7/14/2020,Odisha,347226,,14280
7/15/2020,Odisha,353824,,14898
7/16/2020,Odisha,361920,,15392
7/17/2020,Odisha,369738,,16110
7/18/2020,Odisha,377893,,16701
7/19/2020,Odisha,386102,,17437
7/20/2020,Odisha,393602,,18110
7/21/2020,Odisha,401644,,18757
7/22/2020,Odisha,410921,,19835
7/23/2020,Odisha,421931,,21099
7/24/2020,Odisha,433578,,22693
7/25/2020,Odisha,446311,,24013
7/26/2020,Odisha,458120,,25389
7/27/2020,Odisha,467447,,26892
7/28/2020,Odisha,476560,,28107
7/29/2020,Odisha,487310,,29175
7/30/2020,Odisha,500238,,30378
7/31/2020,Odisha,514573,,31877
8/1/2020,Odisha,528708,,33479
8/2/2020,Odisha,543316,,34913
8/3/2020,Odisha,556588,,36297
8/4/2020,Odisha,570590,,37681
8/5/2020,Odisha,585505,,39018
8/6/2020,Odisha,600591,,40717
8/7/2020,Odisha,616646,,42550
8/8/2020,Odisha,634090,,44193
8/9/2020,Odisha,650183,,45927
8/10/2020,Odisha,669266,,47455
8/11/2020,Odisha,692301,,48796
8/12/2020,Odisha,724354,,
8/13/2020,Odisha,765065,,
8/14/2020,Odisha,807826,,
8/15/2020,Odisha,855713,,57126
8/16/2020,Odisha,908508,,60050
8/17/2020,Odisha,958929,,
8/18/2020,Odisha,1009454,,64533
8/19/2020,Odisha,1062469,,67122
8/20/2020,Odisha,1115947,,70020
8/21/2020,Odisha,1172426,,72718
8/22/2020,Odisha,1233805,,75537
8/23/2020,Odisha,1302711,,78530
8/24/2020,Odisha,1363620,,81479
8/25/2020,Odisha,1421958,,84231
8/26/2020,Odisha,1485167,,87602
8/27/2020,Odisha,1553257,,90986
8/28/2020,Odisha,1612097,,94668
8/29/2020,Odisha,1670910,,97920
8/30/2020,Odisha,1731556,,
4/18/2020,Puducherry,1207,1159,7
4/19/2020,Puducherry,1245,1214,7
4/20/2020,Puducherry,1272,1232,7
4/21/2020,Puducherry,1319,1272,7
